Title,Authors,Year,Venue,Index,isSigmod,isVLDB,Authors_new,bucket,ToKeep
efficient ir-style keyword search over relational databases.,"vagelis hristidis, luis gravano, yannis papakonstantinou",2003,vldb,53e9bd87b7602d9704a2f764,False,True,"l gravano, v hristidis, y papakonstantinou","g, h, l, p, v, y",True
what is the data warehousing problem? (are materialized views the answer?),"ashish gupta 0001, inderpal singh mumick",1996,vldb,53e9b083b7602d9703aee916,False,True,"a 0001, i mumick","0, a, i, m",True
optimizing queries on compressed bitmaps.,"sihem amer-yahia, theodore johnson",2000,vldb,53e9aedeb7602d970390bad3,False,True,"s amer-yahia, t johnson","a, j, s, t",True
controlling data warehouses with knowledge networks.,"elvira schaefer, jan-dirk becker, andreas boehmer, matthias jarke",2000,vldb,53e9a39db7602d9702caa267,False,True,"j becker, a boehmer, m jarke, e schaefer","a, b, e, j, m, s",True
memex: a browsing assistant for collaborative archiving and mining of surf trails.,"soumen chakrabarti, sandeep srivastava, mallela subramanyam, mitul tiwari",2000,vldb,53e99eb4b7602d970277c41d,False,True,"s chakrabarti, s srivastava, m subramanyam, m tiwari","c, m, s, t",True
semantic data caching and replacement.,"shaul dar, michael j. franklin, björn þór jónsson, divesh srivastava, michael tan",1996,vldb,53e9b4f5b7602d9704024f4c,False,True,"s dar, m franklin, b jónsson, d srivastava, m tan","b, d, f, j, m, s, t",True
vxmlr: a visual xml-relational database system.,"aoying zhou, hongjun lu, shihui zheng, yuqi liang, long zhang, wenyun ji, zengping tian",2001,vldb,53e9b2d7b7602d9703d8aa3f,False,True,"w ji, y liang, h lu, z tian, l zhang, s zheng, a zhou","a, h, j, l, s, t, w, y, z",True
the history of histograms (abridged).,yannis e. ioannidis,2003,vldb,53e9b5c2b7602d970410f5a3,False,True,y ioannidis,"i, y",True
fluxquery: an optimizing xquery processor for streaming xml data.,"christoph koch, stefanie scherzinger, nicole schweikardt, bernhard stegmaier",2004,vldb,53e9aa73b7602d97033e964d,False,True,"c koch, s scherzinger, n schweikardt, b stegmaier","b, c, k, n, s",True
flexible string matching against large databases in practice.,"nick koudas, amit marathe, divesh srivastava",2004,vldb,53e9a308b7602d9702c119b3,False,True,"n koudas, a marathe, d srivastava","a, d, k, m, n, s",True
optimizing queries with universal quantification in object-oriented and object-relational databases.,"jens claußen, alfons kemper, guido moerkotte, klaus peithner",1997,vldb,53e9b1ffb7602d9703c98cad,False,True,"j claußen, a kemper, g moerkotte, k peithner","a, c, g, j, k, m, p",True
whither data mining?,"rakesh agrawal, ramakrishnan srikant",2004,vldb,53e9984bb7602d970207a724,False,True,"r agrawal, r srikant","a, r, s",True
media360 workflow-implementing a workflow engine inside a database.,carsten blecken,2000,vldb,53e99d96b7602d97026522ac,False,True,c blecken,"b, c",True
automating the design of multi-dimensional clustering tables in relational databases.,"sam lightstone, bishwaranjan bhattacharjee",2004,vldb,53e9b8c0b7602d970449bf4d,False,True,"b bhattacharjee, s lightstone","b, l, s",True
data stream query processing: a tutorial.,"nick koudas, divesh srivastava",2003,vldb,53e9b8cdb7602d97044b07a0,False,True,"n koudas, d srivastava","d, k, n, s",True
extending relational database functionality with data inconsistency resolution support.,ilya pevzner,2003,vldb phd workshop,53e9af18b7602d970394f021,False,True,i pevzner,"i, p",True
ontology-based support for digital government.,"athman bouguettaya, ahmed k. elmagarmid, brahim medjahed, mourad ouzzani",2001,vldb,53e9b39db7602d9703e7c694,False,True,"a bouguettaya, a elmagarmid, b medjahed, m ouzzani","a, b, e, m, o",True
estimating the selectivity of xml path expressions for internet scale applications.,"ashraf aboulnaga, alaa r. alameldeen, jeffrey f. naughton",2001,vldb,53e9b326b7602d9703df6eca,False,True,"a aboulnaga, a alameldeen, j naughton","a, j, n",True
information integration and xml in ibm's db2.,patricia g. selinger,2002,vldb,53e99bcdb7602d9702473ea0,False,True,p selinger,"p, s",True
ebusiness standards and architectures.,anil nori,2002,vldb,53e99a1ab7602d970226c609,False,True,a nori,"a, n",True
experiences in federated databases: from iro-db to miro-web.,"peter fankhauser, georges gardarin, m. lopez, j. muñoz, anthony tomasic",1998,vldb,53e99d96b7602d9702651121,False,True,"p fankhauser, g gardarin, m lopez, j muñoz, a tomasic","a, f, g, j, l, m, p, t",True
aggregation algorithms for very large compressed data warehouses.,"jianzhong li, doron rotem, jaideep srivastava",1999,vldb,53e9a9b0b7602d970330d7bf,False,True,"j li, d rotem, j srivastava","d, j, l, r, s",True
italian electronic identity card - principle and architecture.,mario gentili,2001,vldb,53e9aef1b7602d970391f6e0,False,True,m gentili,"g, m",True
parallel algorithms for high-dimensional similarity joins for data mining applications.,"john c. shafer, rakesh agrawal",1997,vldb,53e9a1b6b7602d9702aad52d,False,True,"r agrawal, j shafer","a, j, r, s",True
analyzing quantitative databases: image is everything.,"amihood amir, reuven kashi, nathan s. netanyahu",2001,vldb,53e998d5b7602d97021119a2,False,True,"a amir, r kashi, n netanyahu","a, k, n, r",True
"db2 common server: technology, progress, & directions.",bruce g. lindsay 0001,1995,vldb,53e9adfeb7602d970380515c,False,True,b 0001,"0, b",True
the nd-tree: a dynamic indexing technique for multidimensional non-ordered discrete data spaces.,"gang qian, qiang zhu, qiang xue, sakti pramanik",2003,vldb,53e9b4c4b7602d9703fe19f2,False,True,"s pramanik, g qian, q xue, q zhu","g, p, q, s, x, z",True
scheduling for shared window joins over data streams.,"moustafa a. hammad, michael j. franklin, walid g. aref, ahmed k. elmagarmid",2003,vldb,53e9a5a1b7602d9702ecb457,False,True,"w aref, a elmagarmid, m franklin, m hammad","a, e, f, h, m, w",True
locking protocols for materialized aggregate join views.,"gang luo, jeffrey f. naughton, curt j. ellmann, michael watzke",2003,vldb,53e9b911b7602d97044fa6aa,False,True,"c ellmann, g luo, j naughton, m watzke","c, e, g, j, l, m, n, w",True
high-performance extensible indexing.,marcel kornacker,1999,vldb,53e99ab3b7602d97023308aa,False,True,m kornacker,"k, m",True
the case for enhanced abstract data types.,"praveen seshadri, miron livny, raghu ramakrishnan",1997,vldb,53e99b63b7602d97024058ae,False,True,"m livny, r ramakrishnan, p seshadri","l, m, p, r, s",True
"panel: future directions of database research - the vldb broadening strategy, part 1.",hans-jörg schek,2000,vldb,53e9ba54b7602d970466d242,False,True,h schek,"h, s",True
objectrank: authority-based keyword search in databases.,"andrey balmin, vagelis hristidis, yannis papakonstantinou",2004,vldb,53e9b082b7602d9703aeb3c1,False,True,"a balmin, v hristidis, y papakonstantinou","a, b, h, p, v, y",True
atlas: a small but complete sql extension for data mining and data streams.,"haixun wang, carlo zaniolo, chang luo",2003,vldb,53e9a0a6b7602d970298f3c0,False,True,"c luo, h wang, c zaniolo","c, h, l, w, z",True
xcerpt and visxcerpt: from pattern-based to visual querying of xml and semistructured data.,"sacha berger, françois bry, sebastian schaffert, christoph wieser",2003,vldb,53e9b109b7602d9703b89a8a,False,True,"s berger, f bry, s schaffert, c wieser","b, c, f, s, w",True
tribeca: a stream database manager for network traffic analysis.,mark sullivan,1996,vldb,53e9a8ccb7602d970321a81d,False,True,m sullivan,"m, s",True
cache tables: paving the way for an adaptive database cache.,"mehmet altinel, christof bornhövd, sailesh krishnamurthy, c. mohan, hamid pirahesh, berthold reinwald",2003,vldb,53e9a1a1b7602d9702a963ef,False,True,"m altinel, c bornhövd, s krishnamurthy, c mohan, h pirahesh, b reinwald","a, b, c, h, k, m, p, r, s",True
evaluating top-k selection queries.,"surajit chaudhuri, luis gravano",1999,vldb,53e9a855b7602d970319f23b,False,True,"s chaudhuri, l gravano","c, g, l, s",True
a prototype content-based retrieval system that uses virtual images to save space.,"leonard brown, le gruenwald",2001,vldb,53e9a774b7602d97030ab28a,False,True,"l brown, l gruenwald","b, g, l",True
a formal perspective on the view selection problem.,"rada chirkova, alon y. halevy, dan suciu",2001,vldb,53e9af33b7602d970396e8cc,False,True,"r chirkova, a halevy, d suciu","a, c, d, h, r, s",True
tuple routing strategies for distributed eddies.,"feng tian, david j. dewitt",2003,vldb,53e9a51cb7602d9702e3c359,False,True,"d dewitt, f tian","d, f, t",True
estimation of query-result distribution and its application in parallel-join load balancing.,"viswanath poosala, yannis e. ioannidis",1996,vldb,53e9adcdb7602d97037d2bce,False,True,"y ioannidis, v poosala","i, p, v, y",True
on the discovery of interesting patterns in association rules.,"sridhar ramaswamy, sameer mahajan, abraham silberschatz",1998,vldb,53e9988cb7602d97020c9678,False,True,"s mahajan, s ramaswamy, a silberschatz","a, m, r, s",True
adaptive data broadcast in hybrid networks.,"konstantinos stathatos, nick roussopoulos, john s. baras",1997,vldb,53e9a154b7602d9702a42c02,False,True,"j baras, n roussopoulos, k stathatos","b, j, k, n, r, s",True
a sequential pattern query language for supporting instant data mining for e-services.,"reza sadri, carlo zaniolo, amir m. zarkesh, jafar adibi",2001,vldb,53e9af06b7602d970393ddb1,False,True,"j adibi, r sadri, c zaniolo, a zarkesh","a, c, j, r, s, z",True
data staging for on-demand broadcast.,"demet aksoy, michael j. franklin, stanley b. zdonik",2001,vldb,53e9b8b4b7602d970449105d,False,True,"d aksoy, m franklin, s zdonik","a, d, f, m, s, z",True
the heterogeneity problem and middleware technology: experiences with and performance of database gateways.,"fernando de ferreira rezende, klaudia hergula",1998,vldb,53e9b7a5b7602d970434da9d,False,True,"k hergula, f rezende","f, h, k, r",True
"design, implementation, and performance of the lham log-structured history data access method.","peter muth, patrick e. o'neil, achim pick, gerhard weikum",1998,vldb,53e9acaeb7602d970368c6ab,False,True,"p muth, p o'neil, a pick, g weikum","a, g, m, o, p, w",True
schema mapping as query discovery.,"renée j. miller, laura m. haas, mauricio a. hernández",2000,vldb,53e9b4d4b7602d9703ff2ce5,False,True,"l haas, m hernández, r miller","h, l, m, r",True
buffering and read-ahead strategies for external mergesort.,"weiye zhang, per-åke larson",1998,vldb,53e9bd4bb7602d97049db3ef,False,True,"p larson, w zhang","l, p, w, z",True
an asynchronous avoidance-based cache consistency algorithm for client caching dbmss.,"m. tamer özsu, kaladhar voruganti, ronald c. unrau",1998,vldb,53e9a51db7602d9702e3f3d1,False,True,"r unrau, k voruganti, m özsu","k, m, r, u, v, ö",True
modeling and managing etl processes.,alkis simitsis,2003,vldb phd workshop,53e9af46b7602d97039854d7,False,True,a simitsis,"a, s",True
combi-operator: database support for data mining applications.,"alexander hinneburg, wolfgang lehner, dirk habich",2003,vldb,53e99c60b7602d970250fbc7,False,True,"d habich, a hinneburg, w lehner","a, d, h, l, w",True
from vldb to vmldb (very many large data bases): dealing with large-scale semantic heterogenity.,stuart e. madnick,1995,vldb,53e99d58b7602d9702614857,False,True,s madnick,"m, s",True
efficient management of multiversion documents by object referencing.,"shu-yao chien, vassilis j. tsotras, carlo zaniolo",2001,vldb,53e9a987b7602d97032e01c8,False,True,"s chien, v tsotras, c zaniolo","c, s, t, v, z",True
neurorule: a connectionist approach to data mining.,"hongjun lu, rudy setiono, huan liu",1995,vldb,53e9a042b7602d9702926ac7,False,True,"h liu, h lu, r setiono","h, l, r, s",True
feedbackbypass: a new approach to interactive similarity query processing.,"ilaria bartolini, paolo ciaccia, florian waas",2001,vldb,53e9aff4b7602d9703a4b525,False,True,"i bartolini, p ciaccia, f waas","b, c, f, i, p, w",True
materialized views in oracle.,"randall g. bello, karl dias, alan downing, james j. feenan jr., james l. finnerty, william d. norcott, harry sun, andrew witkowski, mohamed ziauddin",1998,vldb,53e99a5cb7602d97022c411f,False,True,"r bello, k dias, a downing, j finnerty, j jr., w norcott, h sun, a witkowski, m ziauddin","a, b, d, f, h, j, k, m, n, r, s, w, z",True
pivot and unpivot: optimization and execution strategies in an rdbms.,"conor cunningham, goetz graefe, césar a. galindo-legaria",2004,vldb,53e9a689b7602d9702fbaa52,False,True,"c cunningham, c galindo-legaria, g graefe","c, g",True
analysis of n-dimensional quadtrees using the hausdorff fractal dimension,"christos faloutsos, volker gaede",1996,vldb,53e9b2d2b7602d9703d7fdf2,False,True,"c faloutsos, v gaede","c, f, g, v",True
spirit: sequential pattern mining with regular expression constraints.,"minos n. garofalakis, rajeev rastogi, kyuseok shim",1999,vldb,53e9a8ffb7602d970325106d,False,True,"m garofalakis, r rastogi, k shim","g, k, m, r, s",True
a database model for object dynamics.,"mike p. papazoglou, bernd j. krämer",1997,vldb j.,53e9a122b7602d9702a11fe0,False,True,"b krämer, m papazoglou","b, k, m, p",True
psoup: a system for streaming queries over streaming data.,"sirish chandrasekaran, michael j. franklin",2003,vldb j.,53e998c0b7602d97020fc417,False,True,"s chandrasekaran, m franklin","c, f, m, s",True
a template model for multidimensional inter-transactional association rules.,"ling feng, jeffrey xu yu, hongjun lu, jiawei han",2002,vldb j.,53e9a6edb7602d9703026291,False,True,"l feng, j han, h lu, j yu","f, h, j, l, y",True
fast image retrieval using color-spatial information.,"beng chin ooi, kian-lee tan, tat-seng chua, wynne hsu",1998,vldb j.,53e999aeb7602d97021f4833,False,True,"t chua, w hsu, b ooi, k tan","b, c, h, k, o, t, w",True
the oodb path-method generator (pmg) using access weights and precomputed access relevance.,"ashish mehta, james geller, yehoshua perl, erich j. neuhold",1998,vldb j.,53e9a782b7602d97030be58c,False,True,"j geller, a mehta, e neuhold, y perl","a, e, g, j, m, n, p, y",True
re-tree: an efficient index structure for regular expressions.,"chee yong chan, minos n. garofalakis, rajeev rastogi",2003,vldb j.,53e9b46fb7602d9703f6e2e2,False,True,"c chan, m garofalakis, r rastogi","c, g, m, r",True
efficient similarity search for market basket data.,"alexandros nanopoulos, yannis manolopoulos",2002,vldb j.,53e9b009b7602d9703a64b96,False,True,"y manolopoulos, a nanopoulos","a, m, n, y",True
evaluating holistic aggregators efficiently for very large datasets.,"lixin fu, sanguthevar rajasekaran",2004,vldb j.,53e9b2d2b7602d9703d82ca4,False,True,"l fu, s rajasekaran","f, l, r, s",True
effective timestamping in databases.,"kristian torp, christian s. jensen, richard t. snodgrass",2000,vldb j.,53e99a1ab7602d970226df1d,False,True,"c jensen, r snodgrass, k torp","c, j, k, r, s, t",True
a logical view of structured files.,"serge abiteboul, sophie cluet, tova milo",1998,vldb j.,53e99be3b7602d970248c52b,False,True,"s abiteboul, s cluet, t milo","a, c, m, s, t",True
energy-performance trade-offs for spatial access methods on memory-resident data.,"ning an, sudhanva gurumurthi, anand sivasubramaniam, narayanan vijaykrishnan, mahmut t. kandemir, mary jane irwin",2002,vldb j.,53e99f3bb7602d970280d837,False,True,"n an, s gurumurthi, m irwin, m kandemir, a sivasubramaniam, n vijaykrishnan","a, g, i, k, m, n, s, v",True
dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances.,"ada wai-chee fu, polly mei-shuen chan, yin-ling cheung, yiu sang moon",2000,vldb j.,53e9bdf6b7602d9704aab9e4,False,True,"p chan, y cheung, a fu, y moon","a, c, f, m, p, y",True
editor's notes.,michael j. franklin,1997,sigmod record,53e99800b7602d970200b5fd,True,False,m franklin,"f, m",True
cache invalidation scheme for mobile computing systems with real-time data.,"joe chun-hung yuen, edward chan, kam-yiu lam, hei-wing leung",2000,sigmod record,53e9a15bb7602d9702a4e028,True,False,"e chan, k lam, h leung, j yuen","c, e, h, j, k, l, y",True
emergence and convergence: qualitative novelty and the unity of knowledge by mario bunge.,haim kilov,2004,sigmod record,53e9997eb7602d97021bd8fd,True,False,h kilov,"h, k",True
integrating contents and structure in text retrieval.,"ricardo a. baeza-yates, gonzalo navarro",1996,sigmod record,53e9ae0bb7602d9703816130,True,False,"r baeza-yates, g navarro","b, g, n, r",True
demonstration: enabling scalable online personalization on the web.,"kaushik dutta, anindya datta, debra e. vandermeer, krithi ramamritham, helen m. thomas",2000,vldb,53e9b5a8b7602d97040f07ca,False,True,"a datta, k dutta, k ramamritham, h thomas, d vandermeer","a, d, h, k, r, t, v",True
insite: a tool for interpreting users? interaction with a web space.,"cyrus shahabi, adil faisal, farnoush banaei kashani, jabed faruque",2000,vldb,53e9af8db7602d97039d2df6,False,True,"a faisal, j faruque, f kashani, c shahabi","a, c, f, j, k, s",True
"an electronic patient record ""on steroids"": distributed, peer-to-peer, secure and privacy-conscious.","serge abiteboul, bogdan alexe, omar benjelloun, bogdan cautis, irini fundulaki, tova milo, arnaud sahuguet",2004,vldb,53e9b9d3b7602d97045ca75d,False,True,"s abiteboul, b alexe, o benjelloun, b cautis, i fundulaki, t milo, a sahuguet","a, b, c, f, i, m, o, s, t",True
clustering techniques for minimizing external path length.,"ajit a. diwan, sanjeeva rane, s. seshadri, s. sudarshan 0001",1996,vldb,53e99baab7602d970244fbeb,False,True,"s 0001, a diwan, s rane, s seshadri","0, a, d, r, s",True
introduction to the special issue on semantic integration.,"anhai doan, natalya fridman noy, alon y. halevy",2004,sigmod record,53e9b4ceb7602d9703fed728,True,False,"a doan, a halevy, n noy","a, d, h, n",True
information-theoretic tools for mining database structure from large data sets.,"periklis andritsos, renée j. miller, panayiotis tsaparas",2004,sigmod conference,53e9a40eb7602d9702d26751,True,False,"p andritsos, r miller, p tsaparas","a, m, p, r, t",True
are we working on the right problems? (panel).,michael stonebraker,1998,sigmod conference,53e9a73bb7602d9703070997,True,False,m stonebraker,"m, s",True
"of crawlers, portals, mice and men: is there more to mining the web? (panel).","minos n. garofalakis, sridhar ramaswamy, rajeev rastogi, kyuseok shim",1999,sigmod conference,53e9b1f2b7602d9703c88a4c,True,False,"m garofalakis, s ramaswamy, r rastogi, k shim","g, k, m, r, s",True
"relaxed currency and consistency: how to say ""good enough"" in sql.","hongfei guo, per-åke larson, raghu ramakrishnan, jonathan goldstein",2004,sigmod conference,53e99c19b7602d97024c59ba,True,False,"j goldstein, h guo, p larson, r ramakrishnan","g, h, j, l, p, r",True
roadrunner: automatic data extraction from data-intensive web sites.,"valter crescenzi, giansalvatore mecca, paolo merialdo",2002,sigmod conference,53e99dabb7602d97026695ad,True,False,"v crescenzi, g mecca, p merialdo","c, g, m, p, v",True
efficient k-nn search on vertically decomposed data.,"arjen p. de vries, nikos mamoulis, niels nes, martin l. kersten",2002,sigmod conference,53e9afdbb7602d9703a2ff95,True,False,"m kersten, n mamoulis, n nes, a vries","a, k, m, n, v",True
warping indexes with envelope transforms for query by humming.,"yunyue zhu, dennis shasha",2003,sigmod conference,53e9a906b7602d97032560dc,True,False,"d shasha, y zhu","d, s, y, z",True
enterprise java platform data access.,"seth j. white, r. g. g. cattell, sheldon j. finkelstein",1998,sigmod conference,53e9a88cb7602d97031d8bbd,True,False,"r cattell, s finkelstein, s white","c, f, r, s, w",True
sql open heterogeneous data access.,"berthold reinwald, hamid pirahesh",1998,sigmod conference,53e9b53cb7602d9704073dd6,True,False,"h pirahesh, b reinwald","b, h, p, r",True
spreadsheets in rdbms for olap.,"andrew witkowski, srikanth bellamkonda, tolga bozkaya, gregory dorman, nathan folkert, abhinav gupta, lei sheng, sankar subramanian",2003,sigmod conference,53e9b4d9b7602d9703ff948d,True,False,"s bellamkonda, t bozkaya, g dorman, n folkert, a gupta, l sheng, s subramanian, a witkowski","a, b, d, f, g, l, n, s, t, w",True
stripes: an efficient index for predicted trajectories.,"jignesh m. patel, yun chen, v. prasad chakka",2004,sigmod conference,53e99e0cb7602d97026d20d8,True,False,"v chakka, y chen, j patel","c, j, p, v, y",True
diamond in the rough: finding hierarchical heavy hitters in multi-dimensional data.,"graham cormode, flip korn, s. muthukrishnan, divesh srivastava",2004,sigmod conference,53e9a6f5b7602d97030287a5,True,False,"g cormode, f korn, s muthukrishnan, d srivastava","c, d, f, g, k, m, s",True
efficient and extensible algorithms for multi query optimization.,"prasan roy, s. seshadri, s. sudarshan 0001, siddhesh bhobe",2000,sigmod conference,53e9acf7b7602d97036d82fb,True,False,"s 0001, s bhobe, p roy, s seshadri","0, b, p, r, s",True
order-of-magnitude advantage of tpc-c though massive parallelism.,charles levine,1995,sigmod conference,53e99940b7602d970217d9fa,True,False,c levine,"c, l",True
aurora: a data stream management system.,"daniel j. abadi, donald carney, ugur çetintemel, mitch cherniack, christian convey, c. erwin, eduardo f. galvez, m. hatoun, anurag maskey, alex rasin, a. singer, michael stonebraker, nesime tatbul, ying xing, r. yan, stanley b. zdonik",2003,sigmod conference,53e9a194b7602d9702a8654b,True,False,"d abadi, d carney, m cherniack, c convey, c erwin, e galvez, m hatoun, a maskey, a rasin, a singer, m stonebraker, n tatbul, y xing, r yan, s zdonik, u çetintemel","a, c, d, e, g, h, m, n, r, s, t, u, x, y, z, ç",True
partitioned garbage collection of large object store.,"umesh maheshwari, barbara liskov",1997,sigmod conference,53e9af19b7602d9703951a47,True,False,"b liskov, u maheshwari","b, l, m, u",True
information assurance technology challenges.,nicholas j. multari,2004,sigmod conference,53e99a98b7602d9702311bb6,True,False,n multari,"m, n",True
the design of an acquisitional query processor for sensor networks.,"samuel madden, michael j. franklin, joseph m. hellerstein, wei hong",2003,sigmod conference,53e99ff5b7602d97028d428a,True,False,"m franklin, j hellerstein, w hong, s madden","f, h, j, m, s, w",True
efficient processing of joins on set-valued attributes.,nikos mamoulis,2003,sigmod conference,53e9ba54b7602d970466f99c,True,False,n mamoulis,"m, n",True
an adaptive peer-to-peer network for distributed caching of olap results.,"panos kalnis, wee siong ng, beng chin ooi, dimitris papadias, kian-lee tan",2002,sigmod conference,53e9a841b7602d970318b89c,True,False,"p kalnis, w ng, b ooi, d papadias, k tan","b, d, k, n, o, p, t, w",True
prediction and indexing of moving objects with unknown motion patterns.,"yufei tao, christos faloutsos, dimitris papadias, bin liu 0002",2004,sigmod conference,53e9a02db7602d9702912fc5,True,False,"b 0002, c faloutsos, d papadias, y tao","0, b, c, d, f, p, t, y",True
p2p-diet: an extensible p2p service that unifies ad-hoc and continuous querying in super-peer networks.,"stratos idreos, manolis koubarakis, christos tryfonopoulos",2004,sigmod conference,53e9b9a0b7602d9704590907,True,False,"s idreos, m koubarakis, c tryfonopoulos","c, i, k, m, s, t",True
"object-relational database systems: principles, products, and challenges (tutorial).","michael j. carey, nelson mendonça mattos, anil nori",1997,sigmod conference,53e99db7b7602d970267466a,True,False,"m carey, n mattos, a nori","a, c, m, n",True
models for web services transactions.,mark c. little,2004,sigmod conference,53e9b061b7602d9703ac5f97,True,False,m little,"l, m",True
devise: integrated querying and visual exploration of large datasets (demo abstract).,"miron livny, raghu ramakrishnan, kevin s. beyer, guangshun chen, donko donjerkovic, shilpa lawande, jussi myllymaki, r. kent wenger",1997,sigmod conference,53e9a5e8b7602d9702f10896,True,False,"k beyer, g chen, d donjerkovic, s lawande, m livny, j myllymaki, r ramakrishnan, r wenger","b, c, d, g, j, k, l, m, r, s, w",True
mid-tier caching: the timesten approach.,times-ten team,2002,sigmod conference,53e9a396b7602d9702ca8ec1,True,False,t team,t,True
filtering algorithms and implementation for very fast publish/subscribe.,"françoise fabret, hans-arno jacobsen, françois llirbat, joão pereira, kenneth a. ross, dennis shasha",2001,sigmod conference,53e99e71b7602d9702736232,True,False,"f fabret, h jacobsen, f llirbat, j pereira, k ross, d shasha","d, f, h, j, k, l, p, r, s",True
improved query performance with variant indexes.,"patrick e. o'neil, dallan quass",1997,sigmod conference,53e9ba0bb7602d970460b494,True,False,"p o'neil, d quass","d, o, p, q",True
data warehousing and olap for decision support (tutorial).,"surajit chaudhuri, umeshwar dayal",1997,sigmod conference,53e9accbb7602d97036a9495,True,False,"s chaudhuri, u dayal","c, d, s, u",True
efficient set joins on similarity predicates.,"sunita sarawagi, alok kirpal",2004,sigmod conference,53e99ef4b7602d97027c1f5f,True,False,"a kirpal, s sarawagi","a, k, s",True
efficient query reformulation in peer-data management systems.,"igor tatarinov, alon y. halevy",2004,sigmod conference,53e99976b7602d97021b87f6,True,False,"a halevy, i tatarinov","a, h, i, t",True
statistical schema matching across web query interfaces.,"bin he, kevin chen-chuan chang",2003,sigmod conference,53e99940b7602d970217f0f4,True,False,"k chang, b he","b, c, h, k",True
selectivity estimation for spatio-temporal queries to moving objects.,"yong-jin choi, chin-wan chung",2002,sigmod conference,53e9b275b7602d9703d1738f,True,False,"y choi, c chung","c, y",True
"fastmap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets.","christos faloutsos, king-ip lin",1995,sigmod conference,53e9b30ab7602d9703dd2d86,True,False,"c faloutsos, k lin","c, f, k, l",True
"fast algorithms for time series with applications to finance, physics, music, biology, and other suspects.","alberto lerner, dennis shasha, zhihua wang, xiaojian zhao, yunyue zhu",2004,sigmod conference,53e9b581b7602d97040c03b2,True,False,"a lerner, d shasha, z wang, x zhao, y zhu","a, d, l, s, w, x, y, z",True
e-commerce database issues and experience.,anand rajaraman,1999,sigmod conference,53e9baa6b7602d97046d29b0,True,False,a rajaraman,"a, r",True
hd-eye: visual clustering of high dimensional data.,"alexander hinneburg, daniel a. keim, markus wawryniuk",2002,sigmod conference,53e9b1eab7602d9703c8248d,True,False,"a hinneburg, d keim, m wawryniuk","a, d, h, k, m, w",True
obk - an online high energy physics' meta-data repository.,"i. alexandrov, antonio amorim, e. badescu, m. barczyk, d. burckhart-chromek, mihai caprini, m. dobson, j. flammer, r. hart, r. jones, andrei kazarov, s. kolos, v. kotov, dietrich liko, levi lucio, l. mapelli, m. mineev, l. moneta, i. papadopoulos, m. nassiakou, n. parrington, luis pedro, a. ribeiro, yu. ryabov, d. schweiger, igor soloviev, h. wolters",2002,vldb,53e9a562b7602d9702e89f39,False,True,"i alexandrov, a amorim, e badescu, m barczyk, d burckhart-chromek, m caprini, m dobson, j flammer, r hart, r jones, a kazarov, s kolos, v kotov, d liko, l lucio, l mapelli, m mineev, l moneta, m nassiakou, i papadopoulos, n parrington, l pedro, a ribeiro, y ryabov, d schweiger, i soloviev, h wolters","a, b, c, d, e, f, h, i, j, k, l, m, n, p, r, s, v, w, y",True
client-based access control management for xml documents.,"luc bouganim, françois dang ngoc, philippe pucheral",2004,vldb,53e9aef1b7602d9703921d48,False,True,"l bouganim, f ngoc, p pucheral","b, f, l, n, p",True
manipulating interpolated data is easier than you thought.,"stéphane grumbach, philippe rigaux, luc segoufin",2000,vldb,53e9a301b7602d9702c0ac1d,False,True,"s grumbach, p rigaux, l segoufin","g, l, p, r, s",True
l/mrp: a buffer management strategy for interactive continuous data flows in a multimedia dbms.,"frank moser, achim kraiss, wolfgang klas",1995,vldb,53e9a66db7602d9702f9dee9,False,True,"w klas, a kraiss, f moser","a, f, k, m, w",True
automated selection of materialized views and indexes in sql databases.,"sanjay agrawal, surajit chaudhuri, vivek r. narasayya",2000,vldb,53e9bb72b7602d97047b56c0,False,True,"s agrawal, s chaudhuri, v narasayya","a, c, n, s, v",True
the semantic web: semantics for data on the web.,"stefan decker, vipul kashyap",2003,vldb,53e9abebb7602d97035a8555,False,True,"s decker, v kashyap","d, k, s, v",True
a space efficient persistent implementation of an index for dna sequences.,gabriele witterstein,2003,vldb phd workshop,53e9b9edb7602d97045e6ff4,False,True,g witterstein,"g, w",True
"panel: future directions of database research - the vldb broadening strategy, part 2.",michael l. brodie,2000,vldb,53e9ba54b7602d970466d248,False,True,m brodie,"b, m",True
computing geographical scopes of web resources.,"junyan ding, luis gravano, narayanan shivakumar",2000,vldb,53e9a6e6b7602d9703019dd0,False,True,"j ding, l gravano, n shivakumar","d, g, j, l, n, s",True
the next logical framework for xquery.,"alin deutsch, yannis papakonstantinou, yu xu",2004,vldb,53e9a6a6b7602d9702fda5a0,False,True,"a deutsch, y papakonstantinou, y xu","a, d, p, x, y",True
hifi: a unified architecture for high fan-in systems.,"owen cooper, anil edakkunni, michael j. franklin, wei hong, shawn r. jeffery, sailesh krishnamurthy, frederick reiss, shariq rizvi, eugene wu 0002",2004,vldb,53e9b828b7602d97043deca1,False,True,"e 0002, o cooper, a edakkunni, m franklin, w hong, s jeffery, s krishnamurthy, f reiss, s rizvi","0, a, c, e, f, h, j, k, m, o, r, s, w",True
