Title,Authors,Year,Venue,Index,isSigmod,isVLDB,Authors_new,bucket,ToKeep
constrained shared locks for increasing concurrency in databases,"d. agrawal, a. el abbadi",1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b1fc,True,False,"a abbadi, d agrawal","a, d",True
the expressive powers of the logic programming semantics,john s. schlipf,1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b1fd,True,False,j schlipf,"j, s",True
constraint query languages,"paris c. kanellakis, gabriel m. kuper, peter z. revesz",1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b1f9,True,False,"p kanellakis, g kuper, p revesz","g, k, p, r",True
on the efficiency of transforming database logic programs,yatin p. saraiya,1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b1ff,True,False,y saraiya,"s, y",True
on the expressive power of datalog: tools and a case study,"phokion g. kolaitis, moshe y. vardi",1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b201,True,False,"p kolaitis, m vardi","k, m, p, v",True
acm sigmod record,jennifer widom,1995,acm sigmod record,558fe32f0cf23515427181af,True,False,j widom,"j, w",True
an aspect of query optimization in multidatabase systems,"chiang lee, chia-jung chen, hongjun lu",1995,acm sigmod record,539087cf20f70186a0d5b539,True,False,"c chen, c lee, h lu","c, h, l",True
florida international university high performance database research center,"naphtali rishe, wei sun, david barton, yi deng, cyril orji, michael alexopoulos, leonardo loureiro, carlos ordonez, mario sanchez, artyom shaposhnikov",1995,acm sigmod record,539087cf20f70186a0d5b541,True,False,"m alexopoulos, d barton, y deng, l loureiro, c ordonez, c orji, n rishe, m sanchez, a shaposhnikov, w sun","a, b, c, d, l, m, n, o, r, s, w, y",True
metu interoperable database system,"a. dogac, c. dengi, e. kilic, g. ozhan, f. ozcan, s. nural, c. evrendilek, u. halici, b. arpinar, p. koksal, n. kesim, s. mancuhan",1995,acm sigmod record,539087cf20f70186a0d5b53f,True,False,"b arpinar, c dengi, a dogac, c evrendilek, u halici, n kesim, e kilic, p koksal, s mancuhan, s nural, f ozcan, g ozhan","a, b, c, d, e, f, g, h, k, m, n, o, p, s, u",True
algebras for querying text regions (extended abstract),"mariano p. consens, tova milo",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6d3,True,False,"m consens, t milo","c, m, t",True
"sequences, datalog and transducers","giansalvatore mecca, anthony j. bonner",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6d6,True,False,"a bonner, g mecca","a, b, g, m",True
similarity-based queries,"h. v. jagadish, alberto o. mendelzon, tova milo",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6da,True,False,"h jagadish, a mendelzon, t milo","a, h, j, m, t",True
database metatheory: asking the big queries,christos h. papadimitriou,1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6d2,True,False,c papadimitriou,"c, p",True
proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,mihalis yannakakis,1995,joint acm sigmod intl conference on management of data and acm sigact-sigmod- sigart symposium on principles of database systems,539087cf20f70186a0d5b6cf,True,False,m yannakakis,"m, y",True
measuring infinite relations,"jan chomicki, gabriel kuper",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6e5,True,False,"j chomicki, g kuper","c, g, j, k",True
dense-order constraint databases (extended abstract),"stéphane grumbach, jianwen su",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6e3,True,False,"s grumbach, j su","g, j, s",True
window query-optimal clustering of spatial objects,"bernd-uwe pagel, hans-werner six, mario winter",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6e8,True,False,"b pagel, h six, m winter","b, h, m, p, s, w",True
constraint programming and database languages: a tutorial,paris kanellakis,1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6dd,True,False,p kanellakis,"k, p",True
separability of polyhedra for optimal filtering of spatial and constraint data,"alexander brodsky, catherine lassez, jean-louis lassez, michael j. maher",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6df,True,False,"a brodsky, c lassez, j lassez, m maher","a, b, c, j, l, m",True
safe locking policies for dynamic databases,"vinay k. chaudhri, vassos hadzilacos",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6ee,True,False,"v chaudhri, v hadzilacos","c, h, v",True
combinatorial games in database theory,phokion g. kolaitis,1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6eb,True,False,p kolaitis,"k, p",True
scheduling problems in parallel query optimization,"chandra chekuri, waqar hasan, rajeev motwani",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6f5,True,False,"c chekuri, w hasan, r motwani","c, h, m, r, w",True
on the complexity of bounded-variable queries (extended abstract),moshe y. vardi,1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6f8,True,False,m vardi,"m, v",True
finite queries do not have effective syntax,"alexei p. stolboushkin, michael a. taitslin",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6fb,True,False,"a stolboushkin, m taitslin","a, m, s, t",True
the reliability of queries (extended abstract),michel de rougemont,1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6fd,True,False,m rougemont,"m, r",True
"increasing the resilience of atomic commit, at no additional cost","idit keidar, danny dolev",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b6f2,True,False,"d dolev, i keidar","d, i, k",True
acm sigmod record,"jennifer widom, margaret h. dunham, abdelsalam helal",1995,acm sigmod record,55911eb00cf232eb904fad35,True,False,"m dunham, a helal, j widom","a, d, h, j, m, w",True
view maintenance in mobile computing,"ouri wolfson, prasad sistla, son dao, kailash narayanan, ramya raj",1995,acm sigmod record,539087cf20f70186a0d5d01c,True,False,"s dao, k narayanan, r raj, p sistla, o wolfson","d, k, n, o, p, r, s, w",True
the database group at national technical university of athens (ntua),corporate national technical univ. of athens,1995,acm sigmod record,539087cf20f70186a0d5d037,True,False,c athens,"a, c",True
sql/cli—a new binding style for sql,"murali venkatrao, michael pizzo",1995,acm sigmod record,539087cf20f70186a0d5d034,True,False,"m pizzo, m venkatrao","m, p, v",True
research problems in genome databases,nathan goodman,1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1c1,True,False,n goodman,"g, n",True
view maintenance issues for the chronicle data model (extended abstract),"h. v. jagadish, inderpal singh mumick, abraham silberschatz",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1c0,True,False,"h jagadish, i mumick, a silberschatz","a, h, i, j, m, s",True
answering queries using templates with binding patterns (extended abstract),"anand rajaraman, yehoshua sagiv, jeffrey d. ullman",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1bf,True,False,"a rajaraman, y sagiv, j ullman","a, j, r, s, u, y",True
space-bounded foies (extended abstract),"guozhu dong, jianwen su",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1c3,True,False,"g dong, j su","d, g, j, s",True
the size of a revised knowledge base,"marco cadoli, francesco m. donini, paolo liberatore, marco schaerf",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1c4,True,False,"m cadoli, f donini, p liberatore, m schaerf","c, d, f, l, m, p, s",True
answering queries using views (extended abstract),"alon y. levy, alberto o. mendelzon, yehoshua sagiv",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1be,True,False,"a levy, a mendelzon, y sagiv","a, l, m, s, y",True
structural totality and constraint stratification,kenneth a. ross,1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1ca,True,False,k ross,"k, r",True
using witness generators to support bi-directional update between object-based databases (extended abstract),"ti-pin chang, richard hull",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1cc,True,False,"t chang, r hull","c, h, r, t",True
applying an update method to a set of receivers (extended abstract),"marc andries, luca cabibbo, jan paredaens, jan van den bussche",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1cf,True,False,"m andries, j bussche, l cabibbo, j paredaens","a, b, c, j, l, m, p",True
magic factoring of closure programs (extended abstract),peter t. wood,1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1c8,True,False,p wood,"p, w",True
semantic query optimization in datalog programs (extended abstract),"alon y. levy, yehoshua sagiv",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1c6,True,False,"a levy, y sagiv","a, l, s, y",True
semantics and expressiveness issues in active databases (extended abstract),"phillippe picouet, victor vianu",1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1c2,True,False,"p picouet, v vianu","p, v",True
normalizing incomplete databases,leonid libkin,1995,pods '95 proceedings of the fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5d1d0,True,False,l libkin,l,True
proceedings of the 1995 acm sigmod international conference on management of data,"michael carey, donovan schneider",1995,joint acm sigmod intl conference on management of data and acm sigact-sigmod- sigart symposium on principles of database systems,539087d420f70186a0d5df09,True,False,"m carey, d schneider","c, d, m, s",True
a critique of ansi sql isolation levels,"hal berenson, phil bernstein, jim gray, jim melton, elizabeth o'neil, patrick o'neil",1995,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,539087d420f70186a0d5df0a,True,False,"h berenson, p bernstein, j gray, j melton, p o'neil, e o'neil","b, e, g, h, j, m, o, p",True
ofl: a functional execution model for object query languages,"georges gardarin, fernando machuca, philippe pucheral",1995,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,539087d420f70186a0d5df0f,True,False,"g gardarin, f machuca, p pucheral","f, g, m, p",True
